Timestamp,Electricity_kWh,Water_Litres,Outdoor_Temp_C,Humidity_Pct,Pressure_PSI,Thermal_Temp_C,Vibration_mm_s,Is_Anomaly
2026-06-01 08:00:00,2198.38,3159.88,26.8,61.7,40.13,66.18,2.22,0
2026-06-01 08:15:00,2073.07,3197.08,38.3,77.7,42.56,70.33,2.64,0
2026-06-01 08:30:00,2298.71,3027.52,32.5,56.3,44.78,69.29,3.01,0
2026-06-01 08:45:00,3285.6,6171.78,31.7,78.7,26.5,102.5,8.7,1
2026-06-01 09:00:00,2225.06,2916.14,33.8,58.3,41.5,66.73,2.6,0
2026-06-01 09:15:00,1964.84,2880.34,34.4,54.8,43.42,66.57,2.79,0
2026-06-01 09:30:00,2040.62,3133.67,26.1,60.4,40.65,71.14,2.26,0
2026-06-01 09:45:00,2223.62,3257.06,35.2,74.3,41.74,69.46,2.61,0
2026-06-01 10:00:00,2288.62,3352.59,28.6,45.7,43.22,64.54,2.28,0
2026-06-01 10:15:00,2220.56,3031.17,35.7,48.8,41.74,67.05,2.76,0
2026-06-01 10:30:00,2186.12,3261.8,37.3,82.8,42.22,69.37,2.55,0
2026-06-01 10:45:00,2163.87,3094.22,37.1,47.9,43.39,70.49,2.59,0
2026-06-01 11:00:00,2022.58,3074.11,33.3,65.5,43.01,66.7,2.27,0
2026-06-01 11:15:00,2113.62,3232.55,32.8,66.1,42.82,61.11,2.71,0
2026-06-01 11:30:00,2144.72,3197.85,27.1,62.0,42.09,69.71,3.13,0
2026-06-01 11:45:00,2326.85,2863.54,36.6,69.0,42.94,65.35,2.2,0
2026-06-01 12:00:00,2241.23,3321.48,29.1,50.3,42.35,63.36,2.4,0
2026-06-01 12:15:00,1988.44,3307.01,32.5,64.9,43.05,61.32,2.57,0
2026-06-01 12:30:00,2238.89,3006.17,29.3,56.7,41.9,70.43,2.74,0
2026-06-01 12:45:00,2153.79,3159.37,27.0,69.8,42.28,68.72,2.33,0
2026-06-01 13:00:00,2118.77,3174.1,34.4,46.4,41.31,67.84,1.65,0
2026-06-01 13:15:00,2273.4,3139.1,25.8,65.7,42.46,71.87,2.91,0
2026-06-01 13:30:00,2323.72,3017.45,36.2,48.3,41.53,69.99,2.73,0
2026-06-01 13:45:00,2311.75,2999.26,29.8,52.5,41.16,72.44,1.98,0
2026-06-01 14:00:00,2099.29,3096.17,25.0,49.8,42.81,64.92,2.32,0
2026-06-01 14:15:00,2162.89,3275.91,32.7,48.2,42.76,68.31,2.97,0
2026-06-01 14:30:00,2239.75,3181.54,25.7,77.2,43.44,64.36,2.93,0
2026-06-01 14:45:00,2317.07,3044.41,29.1,52.9,41.98,67.83,2.78,0
2026-06-01 15:00:00,2142.5,3215.75,35.6,81.7,42.99,67.78,2.45,0
2026-06-01 15:15:00,2177.72,2672.72,25.9,83.6,43.16,69.97,2.52,0
2026-06-01 15:30:00,2067.24,3272.31,37.6,65.7,43.03,68.51,2.46,0
2026-06-01 15:45:00,2056.46,2839.04,25.1,46.4,41.51,69.96,2.84,0
2026-06-01 16:00:00,2297.5,3045.63,28.7,56.9,42.68,70.16,2.24,0
2026-06-01 16:15:00,2362.75,2932.05,36.1,75.9,42.94,73.79,2.26,0
2026-06-01 16:30:00,2191.36,2905.8,29.7,56.5,42.51,67.61,2.8,0
2026-06-01 16:45:00,2320.42,3274.12,26.5,43.9,40.0,66.05,2.49,0
2026-06-01 17:00:00,2243.4,3029.84,30.4,65.1,42.69,69.02,2.91,0
2026-06-01 17:15:00,2122.59,3151.98,29.1,78.0,45.16,66.39,2.3,0
2026-06-01 17:30:00,2243.37,3092.96,37.6,75.8,42.07,72.1,2.48,0
2026-06-01 17:45:00,2384.56,3171.56,29.7,47.9,41.63,67.69,2.22,0
2026-06-01 18:00:00,2195.7,3111.52,36.8,70.3,42.95,66.99,2.5,0
2026-06-01 18:15:00,2387.76,2907.55,38.4,49.9,42.87,67.22,2.06,0
2026-06-01 18:30:00,1885.63,3249.44,31.5,49.8,43.93,70.2,2.35,0
2026-06-01 18:45:00,2298.63,3025.94,38.6,79.3,40.99,68.01,2.07,0
2026-06-01 19:00:00,2210.45,2866.51,30.7,51.2,43.38,66.8,2.71,0
2026-06-01 19:15:00,2164.12,3035.78,39.5,51.8,43.21,72.56,2.71,0
2026-06-01 19:30:00,2211.01,3325.11,26.3,40.0,42.33,66.26,1.98,0
2026-06-01 19:45:00,1961.49,3227.53,35.3,79.2,42.91,68.49,2.9,0
2026-06-01 20:00:00,2173.64,3047.7,32.4,75.7,43.74,70.03,3.25,0
2026-06-01 20:15:00,2242.85,3047.61,30.8,68.2,43.55,64.32,2.51,0
2026-06-01 20:30:00,2377.35,3051.75,34.5,73.8,41.13,69.6,2.31,0
2026-06-01 20:45:00,2137.81,3411.51,35.6,46.8,43.48,65.76,3.35,0
2026-06-01 21:00:00,2102.98,3157.29,25.1,60.6,42.42,70.46,2.1,0
2026-06-01 21:15:00,2139.79,3164.51,27.5,55.8,42.59,65.99,2.51,0
2026-06-01 21:30:00,2309.85,3254.54,35.7,44.2,42.59,70.13,2.55,0
2026-06-01 21:45:00,2239.45,3135.82,35.0,61.9,42.32,71.16,2.9,0
2026-06-01 22:00:00,2136.43,3061.14,39.5,81.4,43.93,70.55,2.61,0
2026-06-01 22:15:00,2261.59,3070.55,36.4,41.8,42.4,69.03,2.35,0
2026-06-01 22:30:00,2211.65,3089.26,39.3,53.1,41.16,67.82,2.21,0
2026-06-01 22:45:00,2316.24,3094.42,35.5,49.3,42.03,66.96,2.4,0
2026-06-01 23:00:00,2115.75,3209.14,29.5,50.7,42.71,72.08,2.2,0
2026-06-01 23:15:00,2160.68,3107.79,26.6,80.9,43.98,66.65,2.51,0
2026-06-01 23:30:00,2152.95,3209.9,36.7,61.1,43.22,65.81,2.33,0
2026-06-01 23:45:00,2024.38,3087.89,34.7,61.0,41.48,70.06,2.05,0
2026-06-02 00:00:00,2235.53,3111.8,25.7,74.2,45.48,66.41,2.88,0
2026-06-02 00:15:00,2231.33,2800.27,30.4,47.0,42.82,66.02,2.35,0
2026-06-02 00:30:00,2200.61,3237.45,39.4,61.9,44.03,64.79,2.12,0
2026-06-02 00:45:00,2171.85,3151.97,32.5,59.3,42.32,67.19,2.45,0
2026-06-02 01:00:00,2030.16,3249.7,31.5,66.9,43.14,68.19,2.52,0
2026-06-02 01:15:00,2149.52,2665.56,31.9,85.0,43.51,69.01,1.98,0
2026-06-02 01:30:00,2158.87,3413.26,28.1,74.6,43.96,70.78,2.6,0
2026-06-02 01:45:00,2103.73,3079.06,30.5,57.9,43.77,69.72,2.19,0
2026-06-02 02:00:00,2180.65,3266.23,30.5,77.2,43.55,67.92,3.01,0
2026-06-02 02:15:00,2248.49,2944.01,25.8,47.7,42.12,67.9,2.66,0
2026-06-02 02:30:00,2426.34,3191.92,36.5,41.4,41.81,69.68,2.38,0
2026-06-02 02:45:00,2220.95,2941.99,31.2,49.2,42.9,71.58,2.28,0
2026-06-02 03:00:00,2230.91,3006.43,37.3,55.3,43.62,68.72,2.47,0
2026-06-02 03:15:00,2191.07,3387.1,37.8,63.0,42.23,67.23,2.68,0
2026-06-02 03:30:00,1969.75,3071.4,28.2,67.7,43.78,65.92,2.49,0
2026-06-02 03:45:00,2196.82,3132.61,34.9,81.0,44.24,64.79,2.43,0
2026-06-02 04:00:00,2207.23,3230.51,32.1,62.9,41.4,70.07,2.52,0
2026-06-02 04:15:00,2495.59,3174.35,38.2,62.6,41.5,69.84,2.32,0
2026-06-02 04:30:00,2176.92,3122.56,28.2,42.3,42.33,69.84,2.4,0
2026-06-02 04:45:00,2236.19,3154.74,35.2,41.6,42.87,68.08,1.87,0
2026-06-02 05:00:00,2195.83,3460.51,34.1,64.8,41.87,71.92,2.79,0
2026-06-02 05:15:00,2059.76,3091.36,29.4,59.7,44.12,67.19,2.59,0
2026-06-02 05:30:00,2337.14,3130.16,27.0,77.8,43.01,70.79,2.27,0
2026-06-02 05:45:00,2290.23,3257.6,34.8,47.2,42.55,68.3,3.07,0
2026-06-02 06:00:00,3671.88,6041.78,36.1,41.1,26.5,102.5,8.7,1
2026-06-02 06:15:00,2090.87,3278.05,29.7,60.2,40.92,69.88,2.19,0
2026-06-02 06:30:00,2368.34,3195.81,34.7,50.7,42.84,69.42,2.76,0
2026-06-02 06:45:00,2031.78,2928.55,30.9,42.2,39.94,69.29,2.62,0
2026-06-02 07:00:00,2270.42,3345.01,35.7,72.6,43.72,68.6,2.62,0
2026-06-02 07:15:00,2462.85,2928.05,28.0,45.0,42.31,68.31,2.37,0
2026-06-02 07:30:00,2081.14,3145.4,38.4,67.4,46.39,74.37,2.64,0
2026-06-02 07:45:00,2132.04,2986.86,29.3,52.6,45.27,71.36,2.42,0
2026-06-02 08:00:00,2211.96,3090.38,30.5,47.8,42.28,70.21,2.67,0
2026-06-02 08:15:00,2139.58,3149.31,25.9,57.1,42.37,68.68,1.93,0
2026-06-02 08:30:00,2013.92,3148.2,26.7,76.1,43.69,70.92,2.37,0
2026-06-02 08:45:00,2208.23,3163.29,32.7,57.6,44.54,69.69,3.02,0
2026-06-02 09:00:00,2072.52,3342.06,29.0,73.8,40.53,68.47,2.27,0
2026-06-02 09:15:00,2256.83,3168.03,37.5,45.6,40.36,67.64,2.32,0
2026-06-02 09:30:00,2089.67,3063.38,25.2,74.8,41.75,68.2,2.37,0
2026-06-02 09:45:00,2385.99,3244.61,30.7,50.7,43.2,60.47,2.14,0
2026-06-02 10:00:00,2106.01,3278.42,30.1,70.5,43.1,68.93,1.84,0
2026-06-02 10:15:00,2161.35,2915.86,25.3,65.5,43.78,67.18,2.43,0
2026-06-02 10:30:00,2297.62,3189.61,26.9,81.8,41.06,72.38,2.54,0
2026-06-02 10:45:00,2052.3,3205.18,31.2,57.4,39.72,68.45,2.48,0
2026-06-02 11:00:00,2227.3,3055.37,32.4,43.0,43.53,65.43,2.46,0
2026-06-02 11:15:00,2356.86,3306.36,31.1,40.9,41.51,68.28,2.51,0
2026-06-02 11:30:00,2007.1,3077.49,33.0,77.2,40.08,65.78,2.81,0
2026-06-02 11:45:00,2222.16,3118.84,33.9,63.6,42.67,69.58,2.44,0
2026-06-02 12:00:00,2231.19,3074.04,25.1,74.9,43.45,69.13,2.33,0
2026-06-02 12:15:00,2293.82,3102.34,32.0,50.5,42.35,70.79,2.42,0
2026-06-02 12:30:00,2051.57,2935.56,39.5,55.5,41.95,66.42,2.67,0
2026-06-02 12:45:00,2041.55,2883.99,32.8,41.4,42.31,68.49,2.92,0
2026-06-02 13:00:00,2262.63,3339.18,35.2,83.3,42.06,64.99,2.31,0
2026-06-02 13:15:00,2235.64,2972.96,29.7,70.1,40.88,70.15,2.53,0
2026-06-02 13:30:00,2230.06,2951.29,36.6,82.0,41.64,69.7,2.6,0
2026-06-02 13:45:00,2241.57,2776.99,36.6,51.9,43.13,69.64,2.2,0
2026-06-02 14:00:00,2118.4,3004.16,32.8,67.5,42.89,68.4,2.51,0
2026-06-02 14:15:00,2227.87,2901.54,39.6,70.5,42.7,69.44,2.06,0
2026-06-02 14:30:00,2235.17,3346.3,26.9,54.3,41.31,72.41,1.97,0
2026-06-02 14:45:00,2114.28,3251.47,25.3,78.2,42.28,67.69,2.61,0
2026-06-02 15:00:00,2423.89,2996.78,36.6,82.6,39.89,68.75,2.38,0
2026-06-02 15:15:00,2256.86,3437.87,37.1,79.8,42.71,65.68,2.56,0
2026-06-02 15:30:00,2057.04,3247.26,26.8,73.3,44.21,66.23,2.49,0
2026-06-02 15:45:00,2278.79,3051.28,29.0,52.5,40.73,68.64,2.21,0
2026-06-02 16:00:00,2083.04,2725.09,25.3,52.7,41.8,71.16,2.49,0
2026-06-02 16:15:00,2294.45,3443.64,29.4,83.4,42.89,67.76,2.13,0
2026-06-02 16:30:00,2339.03,2891.56,36.6,40.5,44.0,67.81,2.92,0
2026-06-02 16:45:00,2101.52,2853.19,32.8,72.2,41.96,67.38,2.09,0
2026-06-02 17:00:00,2315.61,3253.39,30.2,71.8,41.67,67.06,2.44,0
2026-06-02 17:15:00,2249.53,3465.96,30.6,68.0,40.14,69.14,2.19,0
2026-06-02 17:30:00,2298.65,3307.64,25.0,84.6,42.62,64.66,2.67,0
2026-06-02 17:45:00,2427.62,3184.59,29.5,54.0,44.95,71.6,2.4,0
2026-06-02 18:00:00,2170.55,3189.21,34.7,55.3,42.83,66.74,2.34,0
2026-06-02 18:15:00,2109.55,3228.01,39.6,43.6,42.47,70.2,2.76,0
2026-06-02 18:30:00,2093.26,3213.84,37.7,59.9,42.89,65.23,2.51,0
2026-06-02 18:45:00,2102.1,3142.18,25.4,51.7,42.49,70.07,2.65,0
2026-06-02 19:00:00,2190.75,3115.63,38.5,55.5,41.52,70.08,2.21,0
2026-06-02 19:15:00,2240.94,3090.61,36.7,77.6,43.49,69.36,2.08,0
2026-06-02 19:30:00,2233.2,2986.91,36.7,82.1,42.77,65.91,2.53,0
2026-06-02 19:45:00,2299.26,3057.9,31.9,48.4,42.52,69.02,2.4,0
2026-06-02 20:00:00,2201.56,2846.06,31.0,56.8,41.33,65.44,2.69,0
2026-06-02 20:15:00,2374.42,3085.25,29.5,81.8,44.06,67.77,2.48,0
2026-06-02 20:30:00,2168.24,2951.71,26.0,42.8,43.3,70.97,2.56,0
2026-06-02 20:45:00,2526.42,2934.46,28.4,44.2,41.84,70.39,2.01,0
2026-06-02 21:00:00,2275.08,3126.98,28.7,47.3,43.7,68.44,3.07,0
2026-06-02 21:15:00,2097.14,3308.8,32.3,66.8,41.9,65.96,2.45,0
2026-06-02 21:30:00,2071.49,3237.75,36.2,46.8,41.56,70.01,2.71,0
2026-06-02 21:45:00,2257.9,2864.42,32.1,83.6,41.59,68.45,2.25,0
2026-06-02 22:00:00,2173.18,2951.56,25.9,60.1,40.37,62.6,2.59,0
2026-06-02 22:15:00,2285.68,3241.12,39.4,62.6,43.07,70.36,2.11,0
2026-06-02 22:30:00,2256.79,2952.63,39.1,51.1,40.3,68.34,2.64,0
2026-06-02 22:45:00,2191.26,3066.31,36.8,61.2,41.03,71.41,2.39,0
2026-06-02 23:00:00,2098.38,3182.51,39.9,69.8,40.01,65.66,2.51,0
2026-06-02 23:15:00,2018.22,2954.75,33.2,73.8,42.4,60.46,2.71,0
2026-06-02 23:30:00,2146.42,3115.81,39.4,73.9,42.32,69.1,2.13,0
2026-06-02 23:45:00,2302.77,2899.9,26.1,66.0,42.11,69.13,2.29,0
2026-06-03 00:00:00,2225.69,3009.79,30.5,80.7,41.25,64.17,2.64,0
2026-06-03 00:15:00,2050.51,3147.97,28.4,76.8,41.09,65.95,3.13,0
2026-06-03 00:30:00,2220.78,2861.05,27.9,74.1,43.06,75.29,2.46,0
2026-06-03 00:45:00,2246.24,3166.07,27.1,42.5,41.84,67.64,2.68,0
2026-06-03 01:00:00,2093.94,3097.05,34.3,40.3,42.88,70.23,2.47,0
2026-06-03 01:15:00,2218.45,3182.87,36.7,49.6,41.44,66.77,3.08,0
2026-06-03 01:30:00,2206.99,3133.59,33.7,69.9,42.72,63.17,1.98,0
2026-06-03 01:45:00,2062.84,3304.62,27.2,58.5,44.06,67.97,2.53,0
2026-06-03 02:00:00,2242.93,3118.78,37.2,58.1,43.2,67.74,2.01,0
2026-06-03 02:15:00,2267.29,3035.59,34.5,79.8,42.01,67.4,1.75,0
2026-06-03 02:30:00,2329.97,3118.34,30.8,80.3,42.81,68.11,2.59,0
2026-06-03 02:45:00,2326.46,3181.49,35.1,80.9,42.21,69.06,2.54,0
2026-06-03 03:00:00,2034.68,3107.33,28.9,54.1,42.51,68.02,2.41,0
2026-06-03 03:15:00,2087.46,3106.09,30.2,71.1,42.11,65.24,2.47,0
2026-06-03 03:30:00,2261.8,2994.7,38.8,52.2,42.3,69.62,3.43,0
2026-06-03 03:45:00,2261.65,3000.56,29.4,48.6,42.75,63.53,2.42,0
2026-06-03 04:00:00,2261.81,2889.61,32.0,48.3,41.31,63.27,2.65,0
2026-06-03 04:15:00,2662.33,3362.44,38.4,55.4,41.28,70.25,2.31,0
2026-06-03 04:30:00,2268.51,2913.42,35.6,59.3,40.83,69.67,2.59,0
2026-06-03 04:45:00,2336.27,2996.06,25.9,77.4,40.58,68.26,2.43,0
2026-06-03 05:00:00,2314.48,2992.24,27.2,45.4,41.04,64.91,2.38,0
2026-06-03 05:15:00,2278.17,3234.24,25.1,73.1,42.69,66.63,3.05,0
2026-06-03 05:30:00,2162.17,3055.76,34.5,63.9,41.43,67.74,2.85,0
2026-06-03 05:45:00,2291.08,3287.16,31.7,53.0,43.12,64.41,2.54,0
2026-06-03 06:00:00,2107.26,2998.98,27.0,62.2,42.54,66.55,1.81,0
2026-06-03 06:15:00,2171.58,3141.85,39.4,53.5,40.14,70.03,2.39,0
2026-06-03 06:30:00,2141.76,2974.7,32.9,66.8,43.29,71.97,3.31,0
2026-06-03 06:45:00,2209.82,3421.77,28.6,59.5,43.47,67.35,2.43,0
2026-06-03 07:00:00,2477.76,2921.86,32.5,47.4,41.31,70.29,2.83,0
2026-06-03 07:15:00,1975.93,3146.47,35.2,45.2,43.0,63.61,2.93,0
2026-06-03 07:30:00,2282.35,3195.07,26.1,64.6,41.47,70.05,2.57,0
2026-06-03 07:45:00,2006.47,3162.07,29.1,80.6,42.62,66.39,2.25,0
2026-06-03 08:00:00,2143.37,3072.21,37.1,55.5,40.98,69.17,1.77,0
2026-06-03 08:15:00,2330.67,3080.53,31.9,73.0,40.35,67.78,2.71,0
2026-06-03 08:30:00,2207.71,3106.57,33.2,69.6,42.04,71.7,2.26,0
2026-06-03 08:45:00,2070.67,3077.95,31.5,81.9,42.35,66.21,2.55,0
2026-06-03 09:00:00,2114.16,3244.58,25.7,76.9,42.02,69.97,2.13,0
2026-06-03 09:15:00,2281.55,3431.58,27.5,65.5,41.08,67.7,2.42,0
2026-06-03 09:30:00,2112.36,3016.38,31.7,69.6,42.02,68.0,2.51,0
2026-06-03 09:45:00,2225.98,2894.53,28.1,80.4,42.82,67.94,2.58,0
2026-06-03 10:00:00,2205.47,3086.76,25.7,58.0,42.45,66.29,2.17,0
2026-06-03 10:15:00,2121.81,3486.96,37.7,54.7,42.72,68.36,2.86,0
2026-06-03 10:30:00,2457.27,2979.45,39.7,40.5,41.7,68.24,2.32,0
2026-06-03 10:45:00,2276.07,3345.87,36.9,77.2,43.91,69.0,2.0,0
2026-06-03 11:00:00,1956.98,3351.66,37.8,76.0,41.09,68.61,2.47,0
2026-06-03 11:15:00,2222.37,3016.96,28.6,44.7,43.09,70.39,2.51,0
2026-06-03 11:30:00,2120.59,3185.35,39.4,66.0,43.92,70.71,2.55,0
2026-06-03 11:45:00,2302.29,3344.26,28.0,60.9,43.08,65.77,2.91,0
2026-06-03 12:00:00,2104.9,3043.13,39.3,45.3,42.26,70.57,2.43,0
2026-06-03 12:15:00,2186.23,3069.46,39.9,84.1,41.87,65.43,2.46,0
2026-06-03 12:30:00,2260.6,3012.75,35.7,49.7,43.74,69.87,2.17,0
2026-06-03 12:45:00,2303.89,2947.79,39.7,43.0,40.79,69.95,2.75,0
2026-06-03 13:00:00,2055.96,3002.61,33.5,66.8,41.34,63.62,2.56,0
2026-06-03 13:15:00,3455.78,5395.36,28.9,73.2,26.5,102.5,8.7,1
2026-06-03 13:30:00,2143.01,3105.11,31.6,41.5,43.99,67.23,1.93,0
2026-06-03 13:45:00,2121.6,2984.5,33.9,69.6,42.96,66.5,2.93,0
2026-06-03 14:00:00,2411.85,3135.07,26.1,64.0,41.34,71.78,2.13,0
2026-06-03 14:15:00,2248.6,2866.62,34.3,44.6,42.13,66.77,2.32,0
2026-06-03 14:30:00,2048.69,3149.63,39.7,47.8,41.76,66.38,2.61,0
2026-06-03 14:45:00,2310.14,3225.03,27.9,65.6,41.65,68.59,2.14,0
2026-06-03 15:00:00,2454.66,2800.94,36.9,53.3,43.67,70.11,2.05,0
2026-06-03 15:15:00,2323.9,3156.11,38.6,82.2,40.85,68.05,1.86,0
2026-06-03 15:30:00,2017.68,3284.15,39.2,76.8,44.43,71.32,2.72,0
2026-06-03 15:45:00,2141.89,2918.55,39.4,84.3,43.49,69.73,2.34,0
2026-06-03 16:00:00,2352.03,3350.89,32.8,51.7,43.81,62.95,3.38,0
2026-06-03 16:15:00,2115.08,3162.85,39.7,83.6,41.94,67.08,2.2,0
2026-06-03 16:30:00,2253.26,2994.25,36.4,59.4,42.32,67.0,2.22,0
2026-06-03 16:45:00,2292.96,3091.63,27.4,55.6,40.78,69.6,2.33,0
2026-06-03 17:00:00,2088.77,3183.75,32.2,42.3,41.87,61.84,2.57,0
2026-06-03 17:15:00,2192.86,3111.4,35.8,42.4,43.09,74.77,2.36,0
2026-06-03 17:30:00,1811.05,3180.81,28.7,71.1,44.06,69.73,2.68,0
2026-06-03 17:45:00,2077.07,2961.9,34.6,60.6,41.17,68.77,2.21,0
2026-06-03 18:00:00,2169.69,3125.4,35.0,50.2,42.06,71.35,2.09,0
2026-06-03 18:15:00,2050.27,2887.94,27.4,67.6,42.32,74.26,1.96,0
2026-06-03 18:30:00,2395.89,3083.32,33.5,51.4,40.83,70.58,1.83,0
2026-06-03 18:45:00,2028.38,2964.41,36.6,66.0,43.21,70.77,2.34,0
2026-06-03 19:00:00,2147.19,2989.67,32.5,56.2,41.63,68.73,2.41,0
2026-06-03 19:15:00,2215.69,3285.41,25.2,77.1,42.27,68.05,2.31,0
2026-06-03 19:30:00,2372.95,3263.7,25.1,76.9,41.96,67.21,2.87,0
2026-06-03 19:45:00,2027.7,3191.37,30.4,61.5,41.55,66.33,2.87,0
2026-06-03 20:00:00,2339.58,2936.15,38.9,55.8,42.49,66.68,2.4,0
2026-06-03 20:15:00,2201.23,3052.54,28.4,56.3,42.24,65.02,1.96,0
2026-06-03 20:30:00,2082.22,3281.96,34.5,76.3,42.05,68.21,2.33,0
2026-06-03 20:45:00,2255.45,3121.26,28.3,54.8,41.63,64.19,2.32,0
2026-06-03 21:00:00,2223.89,3447.9,29.8,49.4,42.88,68.88,2.3,0
2026-06-03 21:15:00,2127.97,3159.0,37.7,43.8,44.48,68.31,2.29,0
2026-06-03 21:30:00,2208.38,3128.81,35.9,61.0,42.67,68.77,2.3,0
2026-06-03 21:45:00,2153.76,3053.63,26.4,61.7,43.7,67.09,2.38,0
2026-06-03 22:00:00,2213.62,3120.03,31.4,77.8,40.83,76.09,2.31,0
2026-06-03 22:15:00,2279.46,3077.13,25.4,50.0,42.69,71.8,2.56,0
2026-06-03 22:30:00,2390.32,3206.22,32.2,57.1,41.18,65.29,2.61,0
2026-06-03 22:45:00,2051.46,3243.51,34.9,76.4,40.73,68.98,2.23,0
2026-06-03 23:00:00,2455.96,2982.1,26.8,77.1,41.61,66.88,2.88,0
2026-06-03 23:15:00,1965.75,2900.32,29.3,57.3,43.93,65.86,2.21,0
2026-06-03 23:30:00,2181.79,2824.57,31.0,60.7,43.64,65.05,2.01,0
2026-06-03 23:45:00,2270.6,3176.2,38.8,53.6,42.79,69.48,2.61,0
2026-06-04 00:00:00,2233.72,2934.5,39.9,82.0,40.66,66.7,2.25,0
2026-06-04 00:15:00,2125.28,2777.07,25.7,45.3,42.26,70.82,2.6,0
2026-06-04 00:30:00,2175.03,3158.29,36.4,82.0,42.86,70.88,1.78,0
2026-06-04 00:45:00,2140.84,3473.95,30.6,70.8,42.71,71.83,2.92,0
2026-06-04 01:00:00,2129.28,3099.09,30.9,63.9,40.29,66.27,2.7,0
2026-06-04 01:15:00,2301.95,3225.77,36.3,41.5,41.43,69.59,2.05,0
2026-06-04 01:30:00,2242.84,3112.27,38.8,61.4,42.42,69.98,2.06,0
2026-06-04 01:45:00,2116.85,3085.17,39.3,58.3,43.14,67.21,3.0,0
2026-06-04 02:00:00,2307.95,3237.86,33.7,47.3,39.86,66.47,2.28,0
2026-06-04 02:15:00,2236.88,3056.46,30.4,69.5,42.31,72.42,2.25,0
2026-06-04 02:30:00,2297.54,3140.11,36.8,83.7,42.67,68.97,1.82,0
2026-06-04 02:45:00,2275.56,3148.25,28.8,65.3,43.52,69.99,2.39,0
2026-06-04 03:00:00,2100.52,2999.79,33.5,72.2,43.33,66.34,2.43,0
2026-06-04 03:15:00,2132.78,3248.81,30.4,43.1,43.2,65.35,2.71,0
2026-06-04 03:30:00,2289.68,3073.76,34.8,58.8,41.54,66.98,2.08,0
2026-06-04 03:45:00,2273.24,2986.64,28.6,45.2,40.21,68.09,2.04,0
2026-06-04 04:00:00,2197.49,3180.48,27.9,67.6,42.03,65.74,2.64,0
2026-06-04 04:15:00,2214.08,2965.23,38.8,82.2,43.7,68.38,2.8,0
2026-06-04 04:30:00,2353.32,3104.23,26.5,69.8,44.17,64.18,2.03,0
